query_id,query_text,doc_id,doc_text,rel,label_source
379,Create a function that returns the circumference of a circle given its radius.,330,Create a function that computes the volume of a sphere given its radius.,1,weak_auto_from_relevant_indices
379,Create a function that returns the circumference of a circle given its radius.,333,Implement a function to calculate the surface area of a sphere from its radius.,1,weak_auto_from_relevant_indices
380,Implement a function that sorts the elements of a list in ascending order.,323,Implement a function that sorts the elements of a list in ascending order.,1,weak_auto_from_relevant_indices
380,Implement a function that sorts the elements of a list in ascending order.,545,Create a function that verifies if a list is sorted in ascending order.,1,weak_auto_from_relevant_indices
380,Implement a function that sorts the elements of a list in ascending order.,86,Write a function to sort a list of elements.,1,weak_auto_from_relevant_indices
381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,87,Write a python function to find the smallest power of 2 greater than or equal to n.,1,weak_auto_from_relevant_indices
381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,156,Write a python function to find the highest power of 2 that is less than or equal to n.,1,weak_auto_from_relevant_indices
381,Create a Python function to determine the smallest power of 2 that is greater than or equal to a given number.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,1,weak_auto_from_relevant_indices
382,Create a Python function to determine if a number has all bits set to zero within a specified range.,88,Write a python function to check whether all the bits are unset in the given range or not.,1,weak_auto_from_relevant_indices
382,Create a Python function to determine if a number has all bits set to zero within a specified range.,297,Create a Python function to determine if two numbers differ by exactly one bit position.,1,weak_auto_from_relevant_indices
382,Create a Python function to determine if a number has all bits set to zero within a specified range.,378,Create a Python function to determine if a number can be written as a sum of non-zero powers of two.,1,weak_auto_from_relevant_indices
383,Create a Python function to compute the sum of binomial coefficients at even indices for a given positive integer n.,89,Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,1,weak_auto_from_relevant_indices
383,Create a Python function to compute the sum of binomial coefficients at even indices for a given positive integer n.,273,Write a python function to find the sum of the product of consecutive binomial co-efficients.,1,weak_auto_from_relevant_indices
